latitude,longitude,corridor,soil_moisture,water_pressure,acceleration,tilt_angle,temperature,humidity,rainfall,antecedent_rainfall_7d,slope_angle_deg,factor_of_safety,landslide_triggered
25.7133,94.086,"Kohima, Nagaland",41.76,3.67,9.796,0.068,26.5,56.5,11.32,44.57,28.7,1.971,0
25.6905,94.1357,"Kohima, Nagaland",40.51,2.85,9.816,0.004,24.7,61.9,7.19,32.86,33.72,1.735,0
25.7156,94.082,"Kohima, Nagaland",61.0,19.92,10.886,7.682,23.8,75.1,289.31,750.0,34.67,1.152,1
25.6662,94.1297,"Kohima, Nagaland",55.17,12.65,11.908,2.906,21.4,64.2,17.84,113.66,37.13,1.3,1
25.6346,94.1133,"Kohima, Nagaland",61.0,16.09,12.181,2.27,19.6,73.0,75.25,175.7,38.14,1.164,1
25.6712,94.0961,"Kohima, Nagaland",31.63,0.0,9.828,0.097,16.9,56.5,6.29,23.28,28.64,2.105,0
25.6489,94.1521,"Kohima, Nagaland",39.94,2.0,9.841,0.008,14.3,58.0,0.16,1.55,42.89,1.467,0
25.6704,94.0623,"Kohima, Nagaland",50.4,10.02,9.842,0.04,22.0,65.4,35.3,116.03,35.72,1.429,0
25.6523,94.1358,"Kohima, Nagaland",61.0,17.44,9.831,0.148,19.8,69.6,213.61,508.83,29.24,1.457,0
25.6687,94.1246,"Kohima, Nagaland",34.15,0.0,9.831,0.011,23.5,40.0,0.89,8.66,35.35,1.758,0
25.7114,94.1,"Kohima, Nagaland",61.0,18.42,10.542,7.571,19.1,71.5,271.76,750.0,30.46,1.366,1
25.689,94.1373,"Kohima, Nagaland",26.29,0.0,9.778,0.03,20.7,42.4,0.12,36.29,41.3,1.565,0
25.6591,94.0861,"Kohima, Nagaland",61.0,17.82,10.206,1.943,18.2,81.7,282.62,750.0,37.03,1.143,1
25.7075,94.1261,"Kohima, Nagaland",47.17,7.65,9.763,0.02,18.1,59.8,6.17,42.91,25.82,2.023,0
25.6625,94.0783,"Kohima, Nagaland",39.43,2.15,9.817,0.001,18.0,54.3,2.38,9.63,35.38,1.689,0
25.6554,94.1157,"Kohima, Nagaland",61.0,22.27,11.362,6.803,20.7,83.8,194.67,487.72,32.19,1.165,1
25.6399,94.096,"Kohima, Nagaland",37.69,0.5,9.762,0.028,23.4,57.1,4.73,56.4,34.23,1.789,0
25.6401,94.0729,"Kohima, Nagaland",36.74,0.0,9.818,0.1,22.2,59.5,9.0,34.62,32.47,1.886,0
25.7122,94.0943,"Kohima, Nagaland",45.45,7.79,9.76,0.086,17.8,65.8,21.45,86.39,39.34,1.383,0
25.6458,94.1274,"Kohima, Nagaland",42.92,3.82,9.804,0.039,18.0,58.9,5.17,25.85,26.83,2.092,0
25.6336,94.1293,"Kohima, Nagaland",39.98,2.66,9.831,0.012,16.7,57.4,18.01,59.51,27.13,2.113,0
25.7069,94.1037,"Kohima, Nagaland",49.67,10.64,9.867,0.025,22.9,56.9,17.04,52.65,32.73,1.525,0
25.6296,94.1191,"Kohima, Nagaland",41.4,3.2,9.836,0.081,22.8,59.0,8.75,26.28,32.96,1.758,0
25.6495,94.0781,"Kohima, Nagaland",30.35,0.0,9.806,0.008,21.6,50.6,6.61,37.95,31.18,1.953,0
25.6514,94.1408,"Kohima, Nagaland",28.98,0.0,9.828,0.257,18.6,53.1,6.89,18.67,30.08,2.015,0
25.6284,94.1272,"Kohima, Nagaland",40.99,2.75,9.795,0.001,15.6,57.9,26.93,95.44,33.1,1.766,0
25.6789,94.1583,"Kohima, Nagaland",48.53,8.83,9.817,0.001,23.9,78.8,3.55,52.64,36.43,1.441,0
25.7044,94.1361,"Kohima, Nagaland",54.0,12.44,9.817,0.1,22.5,76.8,21.47,75.77,32.74,1.466,0
25.6386,94.0828,"Kohima, Nagaland",31.32,0.0,9.812,0.108,20.6,45.3,10.02,42.27,29.39,2.057,0
25.6496,94.0943,"Kohima, Nagaland",27.54,0.0,9.772,0.055,13.1,47.7,0.64,22.47,32.82,1.869,0
25.6887,94.0834,"Kohima, Nagaland",40.56,3.23,9.793,0.002,19.1,59.3,0.14,3.51,31.06,1.851,0
25.6515,94.1219,"Kohima, Nagaland",49.01,8.98,9.746,0.016,26.4,66.6,16.56,57.6,30.02,1.71,0
25.692,94.1493,"Kohima, Nagaland",38.53,1.16,9.77,0.013,20.0,51.8,3.19,21.15,31.4,1.902,0
25.6915,94.0649,"Kohima, Nagaland",37.98,0.76,9.811,0.138,17.2,60.2,20.46,73.98,36.34,1.696,0
25.6468,94.0885,"Kohima, Nagaland",37.22,0.11,9.831,0.029,22.8,59.9,5.92,16.98,37.96,1.659,0
25.6753,94.1569,"Kohima, Nagaland",38.9,1.2,9.82,0.115,23.8,65.3,2.06,19.81,41.41,1.526,0
25.6695,94.1415,"Kohima, Nagaland",56.35,14.81,9.834,0.059,22.7,68.5,18.75,89.68,36.31,1.259,0
25.6538,94.0657,"Kohima, Nagaland",61.0,16.0,11.606,5.205,14.0,86.7,191.82,466.71,32.28,1.368,1
25.6515,94.1021,"Kohima, Nagaland",61.0,15.74,9.866,0.023,21.1,80.1,241.08,750.0,29.34,1.512,0
25.6546,94.0734,"Kohima, Nagaland",61.0,17.14,9.73,0.05,19.9,78.0,111.85,308.37,31.75,1.353,0
25.7185,94.1348,"Kohima, Nagaland",61.0,18.52,9.789,0.066,21.7,71.5,86.79,179.41,30.74,1.35,0
25.6982,94.07,"Kohima, Nagaland",28.6,0.0,9.82,0.388,22.1,61.3,0.73,32.76,32.93,1.864,0
25.6701,94.0587,"Kohima, Nagaland",36.68,0.0,9.829,0.092,19.5,57.7,17.28,77.71,36.28,1.722,0
25.7211,94.0688,"Kohima, Nagaland",30.77,0.0,9.823,0.135,18.8,61.0,2.83,23.26,31.68,1.927,0
25.6509,94.1443,"Kohima, Nagaland",38.42,1.11,9.791,0.039,18.4,56.2,6.53,18.56,30.15,1.973,0
25.6456,94.0972,"Kohima, Nagaland",24.45,0.0,9.787,0.009,19.9,51.6,2.25,13.44,37.43,1.681,0
25.7124,94.1449,"Kohima, Nagaland",39.63,2.12,9.823,0.111,18.6,56.4,21.98,58.74,36.57,1.645,0
25.6435,94.1584,"Kohima, Nagaland",61.0,19.37,11.687,1.503,14.4,75.3,253.56,750.0,34.61,1.172,1
25.6883,94.0934,"Kohima, Nagaland",61.0,19.33,9.769,0.092,18.3,75.4,36.79,137.43,38.35,1.059,0
25.6362,94.0981,"Kohima, Nagaland",32.54,0.0,9.771,0.026,20.4,56.6,0.65,13.55,30.56,1.987,0
25.6496,94.1378,"Kohima, Nagaland",29.76,0.0,9.788,0.024,26.5,51.8,0.27,5.62,29.61,2.044,0
25.7226,94.0843,"Kohima, Nagaland",41.95,4.12,9.789,0.068,17.7,60.9,14.64,39.1,32.73,1.739,0
25.6589,94.1435,"Kohima, Nagaland",33.57,0.0,9.785,0.052,16.4,55.8,3.39,13.13,40.29,1.592,0
25.6748,94.0751,"Kohima, Nagaland",43.47,4.65,9.78,0.059,21.8,63.3,20.25,41.98,34.13,1.66,0
25.6998,94.1158,"Kohima, Nagaland",61.0,21.18,11.083,3.652,18.9,69.0,158.22,587.14,38.45,0.999,1
25.7219,94.0591,"Kohima, Nagaland",37.92,0.78,9.824,0.105,15.5,59.3,15.23,56.66,26.44,2.234,0
25.7051,94.1356,"Kohima, Nagaland",24.57,0.0,9.831,0.025,25.9,50.9,0.2,5.5,37.74,1.67,0
25.6729,94.0678,"Kohima, Nagaland",32.49,0.0,9.781,0.117,24.1,44.3,18.1,45.16,33.37,1.844,0
25.7232,94.0635,"Kohima, Nagaland",61.0,17.49,9.808,0.005,20.3,79.6,85.6,210.76,29.61,1.437,0
25.722,94.1133,"Kohima, Nagaland",30.72,0.0,9.842,0.032,24.6,47.1,2.38,71.6,38.8,1.636,0
25.7007,94.0662,"Kohima, Nagaland",28.85,0.0,9.833,0.14,16.0,43.1,8.61,20.38,30.12,2.013,0
25.6811,94.0608,"Kohima, Nagaland",42.81,4.08,9.783,0.002,28.6,60.9,3.99,117.12,33.96,1.686,0
25.6462,94.1523,"Kohima, Nagaland",61.0,15.4,9.834,0.157,18.9,70.2,41.7,164.76,28.75,1.554,0
25.6525,94.0598,"Kohima, Nagaland",39.54,1.71,9.776,0.007,23.6,66.2,16.67,69.46,31.33,1.888,0
25.7054,94.0925,"Kohima, Nagaland",44.8,6.1,9.808,0.055,20.1,75.9,18.91,52.03,33.69,1.632,0
25.6479,94.1073,"Kohima, Nagaland",38.01,0.72,9.784,0.116,24.8,55.6,18.09,44.45,30.03,1.993,0
25.6673,94.1086,"Kohima, Nagaland",44.21,5.64,9.79,0.017,18.1,67.8,18.13,79.23,36.35,1.543,0
25.7124,94.0618,"Kohima, Nagaland",54.76,16.49,9.809,0.001,20.4,73.1,30.46,99.05,23.4,1.861,0
25.6659,94.1193,"Kohima, Nagaland",61.0,18.61,11.009,7.929,25.2,76.4,244.9,685.25,33.57,1.233,1
25.6841,94.1528,"Kohima, Nagaland",32.27,0.0,9.884,0.03,19.3,50.5,5.92,26.91,37.81,1.668,0
25.6301,94.113,"Kohima, Nagaland",57.17,16.02,9.785,0.024,18.5,73.1,24.29,80.74,27.15,1.622,0
25.6384,94.075,"Kohima, Nagaland",25.99,0.0,9.805,0.042,16.4,44.2,1.32,15.0,36.02,1.732,0
25.6714,94.0654,"Kohima, Nagaland",29.25,0.0,9.798,0.072,18.7,48.4,1.25,11.73,33.23,1.85,0
25.7041,94.1297,"Kohima, Nagaland",38.25,1.02,9.836,0.004,26.3,56.3,9.73,25.35,34.6,1.757,0
25.6836,94.1218,"Kohima, Nagaland",33.69,0.0,9.812,0.074,17.7,54.2,7.59,60.08,33.07,1.857,0
25.7069,94.1575,"Kohima, Nagaland",41.78,3.93,9.824,0.082,26.8,68.8,6.97,53.32,30.44,1.86,0
25.6994,94.0672,"Kohima, Nagaland",37.82,0.53,9.873,0.002,15.7,58.6,3.41,30.31,38.97,1.614,0
25.6773,94.0607,"Kohima, Nagaland",61.0,20.5,10.972,3.728,18.1,76.3,79.21,275.4,43.12,0.954,1
25.69,94.0726,"Kohima, Nagaland",61.0,19.29,11.507,5.504,22.0,79.3,245.47,489.04,34.97,1.162,1
25.6404,94.1246,"Kohima, Nagaland",53.07,11.44,9.794,0.118,12.9,72.9,31.34,104.33,33.02,1.487,0
25.7079,94.0968,"Kohima, Nagaland",39.35,1.62,9.794,0.083,19.7,59.9,10.78,116.01,35.94,1.684,0
25.6562,94.0939,"Kohima, Nagaland",42.79,4.52,9.806,0.056,24.6,60.7,13.46,51.02,34.62,1.644,0
25.7232,94.1431,"Kohima, Nagaland",34.48,0.0,9.767,0.042,22.6,58.7,1.55,4.76,32.03,1.908,0
25.6489,94.0963,"Kohima, Nagaland",30.46,0.0,9.761,0.034,18.1,52.9,0.99,22.03,28.35,2.124,0
25.6766,94.1413,"Kohima, Nagaland",40.16,2.32,9.883,0.016,15.2,54.0,0.43,21.08,36.11,1.656,0
25.7109,94.1056,"Kohima, Nagaland",61.0,18.55,11.496,7.544,25.4,78.4,143.83,272.19,37.64,1.102,1
25.6486,94.15,"Kohima, Nagaland",51.97,12.03,9.831,0.016,11.7,72.3,16.28,61.39,31.92,1.515,0
25.6907,94.1067,"Kohima, Nagaland",61.0,19.6,12.277,1.892,24.6,73.0,129.0,496.89,34.91,1.154,1
25.7137,94.0902,"Kohima, Nagaland",48.68,9.48,9.808,0.058,14.9,64.3,13.06,63.89,30.72,1.657,0
25.6715,94.1106,"Kohima, Nagaland",27.17,0.0,9.811,0.014,14.3,55.0,2.71,24.4,34.75,1.783,0
25.6795,94.1201,"Kohima, Nagaland",36.49,0.0,9.797,0.101,22.6,59.7,3.36,54.1,34.96,1.774,0
25.7068,94.1189,"Kohima, Nagaland",61.0,17.15,11.384,1.95,24.9,73.1,31.25,149.86,44.06,0.991,1
25.6652,94.1012,"Kohima, Nagaland",43.96,6.42,9.802,0.05,16.6,60.1,26.65,70.8,31.32,1.73,0
25.6926,94.0642,"Kohima, Nagaland",25.36,0.0,9.844,0.148,18.0,47.9,2.93,11.2,34.69,1.785,0
25.7123,94.0959,"Kohima, Nagaland",61.0,16.71,11.54,1.937,11.3,74.9,289.2,750.0,37.81,1.154,1
25.6596,94.1424,"Kohima, Nagaland",61.0,21.4,11.877,4.257,21.6,78.2,194.6,488.72,33.3,1.153,1
25.6491,94.1539,"Kohima, Nagaland",61.0,17.63,11.997,4.715,19.9,84.3,182.34,535.83,35.53,1.196,1
25.7173,94.1408,"Kohima, Nagaland",52.83,13.49,9.793,0.013,29.3,75.6,31.12,187.67,36.21,1.303,0
25.6612,94.0875,"Kohima, Nagaland",61.0,15.65,9.819,0.041,17.9,76.6,103.93,297.32,40.39,1.117,0
25.6339,94.0857,"Kohima, Nagaland",36.87,0.0,9.815,0.068,15.5,62.8,6.55,29.42,42.49,1.536,0
25.6448,94.152,"Kohima, Nagaland",39.55,1.81,9.865,0.065,25.1,64.7,4.94,69.11,31.7,1.865,0
25.6936,94.0717,"Kohima, Nagaland",35.08,0.0,9.765,0.133,29.5,57.2,2.68,10.49,40.6,1.584,0
25.6648,94.0672,"Kohima, Nagaland",61.0,22.24,9.84,0.058,26.6,78.0,193.36,633.17,26.11,1.451,0
25.6727,94.1006,"Kohima, Nagaland",31.71,0.0,9.788,0.104,24.8,46.2,0.26,4.17,38.07,1.659,0
25.6541,94.0872,"Kohima, Nagaland",30.47,0.0,9.832,0.041,20.2,43.5,5.62,48.61,36.13,1.728,0
25.7223,94.0837,"Kohima, Nagaland",37.76,0.48,9.761,0.056,18.1,62.0,20.95,84.91,32.99,1.845,0
25.6437,94.1502,"Kohima, Nagaland",37.3,0.23,9.809,0.015,15.2,53.8,14.73,55.0,34.42,1.789,0
25.6688,94.1028,"Kohima, Nagaland",49.59,10.17,9.789,0.07,20.6,74.0,19.42,75.34,35.8,1.421,0
25.6316,94.1168,"Kohima, Nagaland",61.0,16.59,11.885,3.107,21.2,82.5,252.28,750.0,35.67,1.224,1
25.683,94.1558,"Kohima, Nagaland",61.0,18.03,11.36,5.793,20.9,71.6,161.36,479.36,34.84,1.207,1
25.7221,94.063,"Kohima, Nagaland",61.0,16.22,11.452,4.127,17.2,81.2,285.31,750.0,38.75,1.143,1
25.7213,94.0804,"Kohima, Nagaland",61.0,16.09,9.781,0.163,28.2,71.2,98.25,281.14,38.67,1.149,0
25.6973,94.0959,"Kohima, Nagaland",61.0,20.59,10.412,6.384,22.3,81.6,138.4,390.34,34.01,1.153,1
25.6932,94.0912,"Kohima, Nagaland",37.39,0.24,9.858,0.113,21.3,54.8,1.78,32.51,35.11,1.76,0
25.7112,94.1279,"Kohima, Nagaland",35.35,0.0,9.818,0.018,21.9,44.8,0.8,16.67,38.62,1.642,0
25.7,94.1211,"Kohima, Nagaland",61.0,16.21,11.072,3.452,17.8,82.1,157.41,486.22,35.0,1.259,1
25.6792,94.1149,"Kohima, Nagaland",41.66,3.5,9.807,0.033,20.0,67.1,3.58,65.86,32.5,1.77,0
25.6614,94.0944,"Kohima, Nagaland",61.0,17.36,9.865,0.086,22.8,84.2,45.55,164.7,32.6,1.311,0
25.6958,94.0744,"Kohima, Nagaland",35.35,0.0,9.79,0.048,22.1,47.1,0.68,6.25,28.56,2.11,0
25.6931,94.1526,"Kohima, Nagaland",49.59,9.88,9.834,0.059,21.6,72.9,8.44,94.46,40.24,1.295,0
25.7196,94.0828,"Kohima, Nagaland",29.72,0.0,9.813,0.038,19.7,49.5,6.79,32.6,35.07,1.769,0
25.6504,94.0628,"Kohima, Nagaland",33.34,0.0,9.755,0.085,26.9,54.5,5.03,55.05,30.21,2.008,0
25.7048,94.1341,"Kohima, Nagaland",46.78,6.74,9.798,0.028,20.1,61.8,10.61,41.83,40.45,1.384,0
25.672,94.1006,"Kohima, Nagaland",48.36,7.9,9.816,0.025,21.1,68.8,11.07,42.17,32.03,1.647,0
25.6244,94.0607,"Kohima, Nagaland",55.51,16.94,10.349,6.832,19.2,66.8,20.91,71.55,33.3,1.297,1
25.723,94.0949,"Kohima, Nagaland",61.0,17.12,10.721,4.558,24.3,80.0,274.78,750.0,32.91,1.306,1
25.6317,94.1099,"Kohima, Nagaland",61.0,16.41,10.317,4.023,20.7,76.0,276.44,739.14,31.35,1.394,1
25.7208,94.0929,"Kohima, Nagaland",35.53,0.0,9.859,0.013,18.6,58.9,8.25,37.47,28.67,2.103,0
25.6924,94.1164,"Kohima, Nagaland",61.0,19.65,11.692,6.427,18.5,72.2,156.63,484.66,31.45,1.281,1
25.6317,94.1141,"Kohima, Nagaland",46.19,6.14,9.8,0.04,22.1,66.2,13.08,46.21,37.61,1.486,0
25.6948,94.121,"Kohima, Nagaland",49.32,7.9,9.875,0.019,20.4,70.6,27.94,91.59,35.47,1.505,0
25.6959,94.1151,"Kohima, Nagaland",49.93,9.64,9.848,0.096,21.4,71.0,12.56,74.85,30.05,1.686,0
25.6741,94.1301,"Kohima, Nagaland",61.0,17.53,9.765,0.145,22.6,79.2,93.58,363.97,33.59,1.267,0
25.6257,94.1073,"Kohima, Nagaland",52.07,13.75,9.83,0.04,17.3,72.0,14.52,59.43,32.77,1.422,0
25.6345,94.093,"Kohima, Nagaland",61.0,17.42,11.594,4.065,21.5,83.4,255.92,750.0,37.42,1.144,1
25.6421,94.0691,"Kohima, Nagaland",38.96,1.69,9.813,0.084,24.3,57.2,3.68,55.6,35.49,1.699,0
25.6246,94.1237,"Kohima, Nagaland",61.0,20.2,11.633,6.836,17.0,85.7,98.73,370.82,36.06,1.099,1
25.6548,94.1424,"Kohima, Nagaland",36.37,0.0,9.777,0.01,19.8,57.9,17.16,54.91,38.23,1.654,0
25.673,94.0631,"Kohima, Nagaland",27.29,0.0,9.736,0.047,22.9,49.0,0.77,21.1,31.85,1.918,0
25.6783,94.0868,"Kohima, Nagaland",33.52,0.0,9.851,0.045,19.7,60.7,2.9,42.55,22.86,2.59,0
25.708,94.0808,"Kohima, Nagaland",40.21,2.9,9.768,0.068,20.3,52.6,20.57,110.81,41.93,1.463,0
25.6399,94.1177,"Kohima, Nagaland",38.19,0.96,9.808,0.073,25.2,63.0,14.94,30.44,31.7,1.894,0
25.719,94.1015,"Kohima, Nagaland",31.77,0.0,9.835,0.016,20.9,60.8,5.92,27.84,49.42,1.419,0
25.6955,94.1118,"Kohima, Nagaland",38.01,0.79,9.825,0.029,17.6,57.4,15.28,75.49,32.94,1.837,0
25.6513,94.1055,"Kohima, Nagaland",32.27,0.0,9.822,0.008,10.7,55.8,0.53,36.61,28.89,2.089,0
25.6882,94.1202,"Kohima, Nagaland",61.0,15.33,11.121,3.106,18.8,59.0,288.08,750.0,34.25,1.313,1
25.6956,94.0797,"Kohima, Nagaland",43.08,4.61,9.809,0.003,17.3,61.5,15.55,42.09,32.81,1.719,0
25.6732,94.0972,"Kohima, Nagaland",31.35,0.0,9.812,0.025,27.1,40.0,6.43,21.74,30.97,1.965,0
25.6506,94.0746,"Kohima, Nagaland",46.79,9.05,9.801,0.001,17.8,57.2,10.03,90.34,30.85,1.665,0
25.717,94.1263,"Kohima, Nagaland",42.76,4.69,9.794,0.019,21.7,56.8,26.24,118.61,34.5,1.644,0
25.6576,94.0874,"Kohima, Nagaland",61.0,18.34,9.825,0.062,17.9,80.3,74.08,300.46,32.94,1.265,0
25.6563,94.156,"Kohima, Nagaland",46.27,8.15,9.819,0.029,18.1,71.8,3.88,56.15,34.88,1.519,0
25.7205,94.1085,"Kohima, Nagaland",61.0,19.99,9.848,0.161,15.9,81.0,151.83,537.61,29.73,1.345,0
25.7013,94.0935,"Kohima, Nagaland",35.86,0.0,9.786,0.122,12.0,69.7,17.52,64.2,32.12,1.904,0
25.6481,94.1091,"Kohima, Nagaland",31.25,0.0,9.781,0.003,26.6,58.9,2.96,9.18,31.87,1.917,0
25.6487,94.0722,"Kohima, Nagaland",61.0,19.17,9.829,0.001,24.3,84.8,272.14,500.84,29.58,1.381,0
25.7003,94.0622,"Kohima, Nagaland",47.43,9.21,9.797,0.027,21.6,66.8,11.45,55.76,31.72,1.618,0
25.6441,94.112,"Kohima, Nagaland",36.5,0.0,9.81,0.03,22.1,46.6,16.27,81.5,29.06,2.078,0
25.6364,94.1519,"Kohima, Nagaland",51.2,10.21,9.842,0.026,18.5,50.4,16.97,79.74,38.44,1.335,0
25.6869,94.1424,"Kohima, Nagaland",44.22,5.96,9.802,0.172,21.9,67.8,14.35,53.56,38.26,1.471,0
25.7037,94.1322,"Kohima, Nagaland",61.0,17.69,10.274,6.506,24.8,84.4,233.41,750.0,38.07,1.117,1
25.6613,94.1366,"Kohima, Nagaland",38.44,1.26,9.827,0.007,16.9,54.9,6.8,30.84,31.25,1.907,0
25.6273,94.1539,"Kohima, Nagaland",61.0,19.22,11.811,7.219,20.5,67.7,125.28,379.07,39.7,1.027,1
25.673,94.0828,"Kohima, Nagaland",61.0,18.58,10.727,7.067,17.6,78.8,179.32,335.91,33.81,1.225,1
25.6974,94.1206,"Kohima, Nagaland",61.0,18.94,11.608,8.172,15.5,76.5,175.98,688.03,39.33,1.045,1
25.6922,94.1488,"Kohima, Nagaland",61.0,18.35,10.421,8.072,19.3,69.4,115.49,220.45,39.04,1.07,1
25.7075,94.0595,"Kohima, Nagaland",61.0,18.54,10.975,1.434,26.3,88.0,167.36,332.38,30.75,1.349,1
25.6623,94.102,"Kohima, Nagaland",61.0,20.21,11.647,7.853,19.4,80.0,167.39,438.35,31.71,1.252,1
25.6836,94.0777,"Kohima, Nagaland",41.97,3.88,9.803,0.025,20.9,58.0,3.63,15.45,33.44,1.715,0
25.701,94.0915,"Kohima, Nagaland",42.19,4.65,9.762,0.244,20.0,57.1,3.15,30.73,31.53,1.779,0
25.679,94.1294,"Kohima, Nagaland",33.67,0.0,9.779,0.003,27.0,57.8,6.21,31.92,26.64,2.247,0
25.7132,94.1266,"Kohima, Nagaland",61.0,20.79,12.053,7.492,25.9,85.0,191.72,520.89,30.31,1.292,1
25.6873,94.154,"Kohima, Nagaland",49.26,10.62,9.805,0.043,24.3,70.7,20.45,72.01,30.62,1.623,0
25.7006,94.1162,"Kohima, Nagaland",32.49,0.0,9.797,0.001,23.0,57.2,1.23,40.7,35.45,1.754,0
25.6717,94.0761,"Kohima, Nagaland",44.89,6.16,9.842,0.007,19.2,54.5,4.58,14.74,32.69,1.674,0
25.7136,94.0852,"Kohima, Nagaland",61.0,17.29,10.545,3.206,16.2,72.5,222.92,711.79,40.08,1.076,1
25.7163,94.1465,"Kohima, Nagaland",61.0,19.45,11.267,5.37,18.1,68.7,17.16,179.09,43.13,0.954,1
25.6322,94.1025,"Kohima, Nagaland",61.0,22.17,9.778,0.018,19.6,84.0,75.86,140.22,31.67,1.189,0
25.6769,94.0872,"Kohima, Nagaland",35.51,0.0,9.803,0.013,23.7,55.5,3.92,81.62,39.89,1.603,0
25.6762,94.1513,"Kohima, Nagaland",61.0,20.91,9.821,0.0,17.2,84.6,284.11,666.38,29.16,1.34,0
25.6933,94.1154,"Kohima, Nagaland",61.0,20.19,9.768,0.039,17.8,83.8,138.3,263.36,26.6,1.5,0
25.6883,94.1576,"Kohima, Nagaland",28.8,0.0,9.809,0.065,15.1,41.3,5.33,19.39,35.43,1.755,0
25.6402,94.1034,"Kohima, Nagaland",55.0,15.48,9.787,0.067,17.3,69.5,19.34,69.03,31.12,1.436,0
25.6676,94.1187,"Kohima, Nagaland",61.0,15.36,10.664,4.361,18.9,73.6,258.04,750.0,35.31,1.275,1
25.7077,94.0867,"Kohima, Nagaland",39.44,2.13,9.835,0.134,19.8,57.2,12.76,33.04,27.21,2.127,0
25.6771,94.0637,"Kohima, Nagaland",61.0,20.58,9.851,0.107,20.5,71.6,112.26,246.15,35.75,1.096,0
25.6366,94.0883,"Kohima, Nagaland",36.58,0.0,9.831,0.089,20.7,61.5,17.7,41.99,41.13,1.569,0
25.6709,94.0707,"Kohima, Nagaland",48.0,8.57,9.812,0.127,21.5,62.2,3.27,48.84,26.33,1.95,0
25.6948,94.1288,"Kohima, Nagaland",23.36,0.0,9.784,0.019,27.5,40.0,0.48,7.97,30.24,2.006,0
25.6331,94.1375,"Kohima, Nagaland",35.97,0.0,9.834,0.07,23.4,55.9,2.46,21.11,38.7,1.639,0
25.6847,94.146,"Kohima, Nagaland",57.58,16.13,9.823,0.084,16.4,68.1,39.65,160.53,43.09,1.041,0
25.696,94.1065,"Kohima, Nagaland",61.0,16.0,9.789,0.001,17.8,67.9,107.1,323.11,32.89,1.344,0
25.6355,94.0669,"Kohima, Nagaland",48.79,8.36,9.832,0.256,23.3,59.9,20.27,67.58,31.45,1.659,0
25.6906,94.0989,"Kohima, Nagaland",33.29,0.0,9.808,0.105,16.9,48.2,4.46,24.97,27.22,2.204,0
25.7112,94.1088,"Kohima, Nagaland",26.47,0.0,9.785,0.052,20.2,43.2,2.06,29.55,28.8,2.094,0
25.684,94.1555,"Kohima, Nagaland",61.0,19.64,9.885,0.223,26.9,68.7,89.21,225.39,38.14,1.055,0
25.6701,94.1199,"Kohima, Nagaland",61.0,20.17,10.685,4.094,27.7,79.9,145.78,503.07,36.66,1.081,1
25.6889,94.0973,"Kohima, Nagaland",40.54,3.24,9.765,0.072,21.1,49.7,0.08,8.26,42.27,1.444,0
25.6331,94.0889,"Kohima, Nagaland",61.0,16.61,9.795,0.011,20.1,82.8,32.11,149.73,42.62,1.037,0
25.6556,94.1379,"Kohima, Nagaland",41.75,3.91,9.842,0.133,22.3,55.1,18.41,37.63,31.81,1.79,0
25.645,94.1473,"Kohima, Nagaland",40.91,3.48,9.781,0.063,15.8,62.9,11.68,36.04,40.51,1.481,0
25.7013,94.1353,"Kohima, Nagaland",61.0,20.93,11.649,4.195,16.2,77.3,203.27,590.71,35.28,1.1,1
25.7198,94.07,"Kohima, Nagaland",38.25,0.93,9.841,0.103,24.4,59.0,8.24,42.2,38.45,1.619,0
25.6811,94.1497,"Kohima, Nagaland",43.3,5.63,9.818,0.062,22.0,63.9,1.03,63.06,37.26,1.513,0
25.6847,94.1086,"Kohima, Nagaland",29.65,0.0,9.787,0.002,21.7,49.9,0.57,19.98,35.4,1.756,0
25.6385,94.0643,"Kohima, Nagaland",30.21,0.0,9.819,0.148,15.0,55.4,3.67,50.66,34.36,1.799,0
25.7122,94.1417,"Kohima, Nagaland",61.0,21.35,10.564,6.63,22.3,80.2,72.85,190.92,42.71,0.955,1
25.6903,94.0785,"Kohima, Nagaland",61.0,17.0,11.9,4.219,20.7,69.9,192.09,586.95,33.16,1.3,1
25.6799,94.0989,"Kohima, Nagaland",48.67,8.62,9.78,0.022,15.9,59.7,13.41,41.31,36.58,1.443,0
25.6266,94.1102,"Kohima, Nagaland",40.22,2.27,9.792,0.109,26.3,65.2,21.35,73.24,33.27,1.774,0
25.7115,94.079,"Kohima, Nagaland",61.0,20.92,9.775,0.023,21.6,75.9,247.49,641.49,29.92,1.304,0
25.7235,94.1563,"Kohima, Nagaland",49.98,12.02,9.845,0.019,14.4,73.3,18.06,78.4,35.36,1.379,0
25.7018,94.0806,"Kohima, Nagaland",37.78,0.46,9.861,0.145,15.9,65.5,5.19,24.19,39.39,1.604,0
25.6921,94.1357,"Kohima, Nagaland",61.0,15.69,10.961,2.765,19.6,76.8,232.59,500.88,42.78,1.061,1
25.6812,94.1496,"Kohima, Nagaland",61.0,15.73,9.839,0.032,23.2,72.6,46.41,172.56,39.58,1.135,0
25.6615,94.147,"Kohima, Nagaland",28.6,0.0,9.838,0.025,18.7,46.3,5.62,26.91,33.69,1.829,0
25.6589,94.0698,"Kohima, Nagaland",37.04,0.0,9.779,0.019,16.9,64.0,16.02,60.95,38.52,1.645,0
